"U.S. Department of Energy, The Energy Information Administration (EIA)",,,,,
"Monthly Generation Data by State, Producer Sector and Energy Source; Months Through December 2016",,,,,
Sources: EIA-923 Report,,,,,
,,,,,
YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2016,9,NC,"Combined Heat and Power, Commercial Power",Natural Gas,741
2016,9,NC,"Combined Heat and Power, Commercial Power",Petroleum,25
2016,9,NC,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,11684
2016,9,NC,"Combined Heat and Power, Commercial Power",Other Biomass,5252
2016,9,NC,"Combined Heat and Power, Electric Power",Total,83478
2016,9,NC,"Combined Heat and Power, Electric Power",Coal,37614
2016,9,NC,"Combined Heat and Power, Electric Power",Other,24866
2016,9,NC,"Combined Heat and Power, Electric Power",Petroleum,263
2016,9,NC,"Combined Heat and Power, Electric Power",Other Biomass,2772
2016,9,NC,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,17963
2016,9,NC,"Electric Generators, Independent Power Producers",Total,964254
2016,9,NC,"Electric Generators, Independent Power Producers",Coal,4697
2016,9,NC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,2668
2016,9,NC,"Electric Generators, Independent Power Producers",Natural Gas,526477
2016,9,NC,"Electric Generators, Independent Power Producers",Other,9999
2016,9,NC,"Electric Generators, Independent Power Producers",Petroleum,1839
2016,9,NC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,340227
2016,9,NC,"Electric Generators, Independent Power Producers",Other Biomass,38240
2016,9,NC,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,40106
2016,9,NC,"Electric Generators, Electric Utilities",Total,10665958
2016,9,NC,"Electric Generators, Electric Utilities",Coal,4042617
2016,9,NC,"Electric Generators, Electric Utilities",Pumped Storage,0
2016,9,NC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,229978
2016,9,NC,"Electric Generators, Electric Utilities",Natural Gas,2666155
2016,9,NC,"Electric Generators, Electric Utilities",Nuclear,3686889
2016,9,NC,"Electric Generators, Electric Utilities",Petroleum,12166
2016,9,NC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,28152
2016,9,ND,Total Electric Power Industry,Total,3081190
2016,9,ND,Total Electric Power Industry,Coal,2170477
2016,9,ND,Total Electric Power Industry,Hydroelectric Conventional,154706
2016,9,ND,Total Electric Power Industry,Natural Gas,72914
2016,9,ND,Total Electric Power Industry,Other Gases,3901
2016,9,ND,Total Electric Power Industry,Other,3209
2016,9,ND,Total Electric Power Industry,Petroleum,1677
2016,9,ND,Total Electric Power Industry,Other Biomass,0
2016,9,ND,Total Electric Power Industry,Wind,674307
2016,9,ND,"Combined Heat and Power, Industrial Power",Total,11747
2016,9,ND,"Combined Heat and Power, Industrial Power",Coal,5279
2016,9,ND,"Combined Heat and Power, Industrial Power",Natural Gas,2505
2016,9,ND,"Combined Heat and Power, Industrial Power",Other Gases,3901
2016,9,ND,"Combined Heat and Power, Industrial Power",Petroleum,63
2016,9,ND,"Combined Heat and Power, Industrial Power",Other Biomass,0
2016,9,ND,"Combined Heat and Power, Commercial Power",Total,1
2016,9,ND,"Combined Heat and Power, Commercial Power",Petroleum,1
2016,9,ND,"Electric Generators, Independent Power Producers",Total,343831
2016,9,ND,"Electric Generators, Independent Power Producers",Wind,343831
2016,9,ND,"Electric Generators, Electric Utilities",Total,2725611
2016,9,ND,"Electric Generators, Electric Utilities",Coal,2165198
2016,9,ND,"Electric Generators, Electric Utilities",Hydroelectric Conventional,154706
2016,9,ND,"Electric Generators, Electric Utilities",Natural Gas,70409
2016,9,ND,"Electric Generators, Electric Utilities",Other,3209
2016,9,ND,"Electric Generators, Electric Utilities",Petroleum,1613
2016,9,ND,"Electric Generators, Electric Utilities",Wind,330476
2016,9,NE,Total Electric Power Industry,Total,3057477
2016,9,NE,Total Electric Power Industry,Coal,1891027
2016,9,NE,Total Electric Power Industry,Hydroelectric Conventional,96192
2016,9,NE,Total Electric Power Industry,Natural Gas,30623
2016,9,NE,Total Electric Power Industry,Nuclear,737627
2016,9,NE,Total Electric Power Industry,Other,0
2016,9,NE,Total Electric Power Industry,Petroleum,676
2016,9,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,847
2016,9,NE,Total Electric Power Industry,Other Biomass,7428
2016,9,NE,Total Electric Power Industry,Wind,293057
2016,9,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2016,9,NE,"Combined Heat and Power, Industrial Power",Total,23409
2016,9,NE,"Combined Heat and Power, Industrial Power",Coal,22399
2016,9,NE,"Combined Heat and Power, Industrial Power",Natural Gas,1010
2016,9,NE,"Combined Heat and Power, Industrial Power",Other,0
2016,9,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0
2016,9,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2016,9,NE,"Combined Heat and Power, Commercial Power",Total,1001
2016,9,NE,"Combined Heat and Power, Commercial Power",Natural Gas,109
2016,9,NE,"Combined Heat and Power, Commercial Power",Other Biomass,892
2016,9,NE,"Electric Generators, Independent Power Producers",Total,277823
2016,9,NE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,847
2016,9,NE,"Electric Generators, Independent Power Producers",Wind,276977
2016,9,NE,"Electric Generators, Electric Utilities",Total,2755244
2016,9,NE,"Electric Generators, Electric Utilities",Coal,1868628
2016,9,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,96192
2016,9,NE,"Electric Generators, Electric Utilities",Natural Gas,29505
2016,9,NE,"Electric Generators, Electric Utilities",Nuclear,737627
2016,9,NE,"Electric Generators, Electric Utilities",Petroleum,676
2016,9,NE,"Electric Generators, Electric Utilities",Other Biomass,6536
2016,9,NE,"Electric Generators, Electric Utilities",Wind,16080
2016,9,NH,Total Electric Power Industry,Total,1663657
2016,9,NH,Total Electric Power Industry,Coal,5733
2016,9,NH,Total Electric Power Industry,Hydroelectric Conventional,41655
2016,9,NH,Total Electric Power Industry,Natural Gas,543040
2016,9,NH,Total Electric Power Industry,Nuclear,897061
2016,9,NH,Total Electric Power Industry,Other,4330
2016,9,NH,Total Electric Power Industry,Petroleum,1653
2016,9,NH,Total Electric Power Industry,Other Biomass,10219
2016,9,NH,Total Electric Power Industry,Wind,26495
2016,9,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,133471
2016,9,NH,"Combined Heat and Power, Industrial Power",Total,2729
2016,9,NH,"Combined Heat and Power, Industrial Power",Natural Gas,2724
2016,9,NH,"Combined Heat and Power, Industrial Power",Petroleum,5
2016,9,NH,"Combined Heat and Power, Commercial Power",Total,5237
2016,9,NH,"Combined Heat and Power, Commercial Power",Natural Gas,1978
2016,9,NH,"Combined Heat and Power, Commercial Power",Petroleum,535
2016,9,NH,"Combined Heat and Power, Commercial Power",Other Biomass,2725
2016,9,NH,"Electric Generators, Independent Power Producers",Total,1616624
2016,9,NH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,34669
2016,9,NH,"Electric Generators, Independent Power Producers",Natural Gas,535859
2016,9,NH,"Electric Generators, Independent Power Producers",Nuclear,897061
2016,9,NH,"Electric Generators, Independent Power Producers",Other,4330
2016,9,NH,"Electric Generators, Independent Power Producers",Petroleum,30
2016,9,NH,"Electric Generators, Independent Power Producers",Other Biomass,7461
2016,9,NH,"Electric Generators, Independent Power Producers",Wind,26495
2016,9,NH,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,110719
2016,9,NH,"Electric Generators, Electric Utilities",Total,39067
2016,9,NH,"Electric Generators, Electric Utilities",Coal,5733
2016,9,NH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,6986
2016,9,NH,"Electric Generators, Electric Utilities",Natural Gas,2479
2016,9,NH,"Electric Generators, Electric Utilities",Petroleum,1084
2016,9,NH,"Electric Generators, Electric Utilities",Other Biomass,33
2016,9,NH,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,22752
2016,9,NJ,Total Electric Power Industry,Total,6707660
2016,9,NJ,Total Electric Power Industry,Coal,109196
2016,9,NJ,Total Electric Power Industry,Pumped Storage,-19990
2016,9,NJ,Total Electric Power Industry,Hydroelectric Conventional,1318
2016,9,NJ,Total Electric Power Industry,Natural Gas,3982491
2016,9,NJ,Total Electric Power Industry,Nuclear,2372557
2016,9,NJ,Total Electric Power Industry,Other Gases,18885
2016,9,NJ,Total Electric Power Industry,Other,46801
2016,9,NJ,Total Electric Power Industry,Petroleum,9143
2016,9,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,105187
2016,9,NJ,Total Electric Power Industry,Other Biomass,80496
2016,9,NJ,Total Electric Power Industry,Wind,1575
2016,9,NJ,"Combined Heat and Power, Industrial Power",Total,57521
2016,9,NJ,"Combined Heat and Power, Industrial Power",Natural Gas,30565
2016,9,NJ,"Combined Heat and Power, Industrial Power",Other Gases,18885
2016,9,NJ,"Combined Heat and Power, Industrial Power",Other,0
2016,9,NJ,"Combined Heat and Power, Industrial Power",Petroleum,7654
2016,9,NJ,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,417
2016,9,NJ,"Combined Heat and Power, Commercial Power",Total,61544
2016,9,NJ,"Combined Heat and Power, Commercial Power",Natural Gas,18629
2016,9,NJ,"Combined Heat and Power, Commercial Power",Other,12322
2016,9,NJ,"Combined Heat and Power, Commercial Power",Petroleum,35
2016,9,NJ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,16585
2016,9,NJ,"Combined Heat and Power, Commercial Power",Other Biomass,13973
2016,9,NJ,"Combined Heat and Power, Electric Power",Total,524833
2016,9,NJ,"Combined Heat and Power, Electric Power",Coal,104184
2016,9,NJ,"Combined Heat and Power, Electric Power",Natural Gas,415346
2016,9,NJ,"Combined Heat and Power, Electric Power",Petroleum,894
2016,9,NJ,"Combined Heat and Power, Electric Power",Other Biomass,4408
2016,9,NJ,"Electric Generators, Independent Power Producers",Total,6065251
2016,9,NJ,"Electric Generators, Independent Power Producers",Coal,5013
2016,9,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1318
2016,9,NJ,"Electric Generators, Independent Power Producers",Natural Gas,3510190
2016,9,NJ,"Electric Generators, Independent Power Producers",Nuclear,2372557
2016,9,NJ,"Electric Generators, Independent Power Producers",Other,34479
2016,9,NJ,"Electric Generators, Independent Power Producers",Petroleum,444
2016,9,NJ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,77561
2016,9,NJ,"Electric Generators, Independent Power Producers",Other Biomass,62115
2016,9,NJ,"Electric Generators, Independent Power Producers",Wind,1575
2016,9,NJ,"Electric Generators, Electric Utilities",Total,-1489
2016,9,NJ,"Electric Generators, Electric Utilities",Coal,0
2016,9,NJ,"Electric Generators, Electric Utilities",Pumped Storage,-19990
2016,9,NJ,"Electric Generators, Electric Utilities",Natural Gas,7761
2016,9,NJ,"Electric Generators, Electric Utilities",Petroleum,115
2016,9,NJ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,10625
2016,9,NM,Total Electric Power Industry,Total,2473236
2016,9,NM,Total Electric Power Industry,Coal,1237875
2016,9,NM,Total Electric Power Industry,Geothermal,1345
2016,9,NM,Total Electric Power Industry,Hydroelectric Conventional,9253
2016,9,NM,Total Electric Power Industry,Natural Gas,877903
2016,9,NM,Total Electric Power Industry,Other,61
2016,9,NM,Total Electric Power Industry,Petroleum,4102
2016,9,NM,Total Electric Power Industry,Solar Thermal and Photovoltaic,79535
2016,9,NM,Total Electric Power Industry,Other Biomass,1309
2016,9,NM,Total Electric Power Industry,Wind,261853
2016,9,NM,"Combined Heat and Power, Industrial Power",Total,0
2016,9,NM,"Combined Heat and Power, Industrial Power",Natural Gas,0
2016,9,NM,"Combined Heat and Power, Industrial Power",Petroleum,0
2016,9,NM,"Combined Heat and Power, Commercial Power",Total,9545
2016,9,NM,"Combined Heat and Power, Commercial Power",Natural Gas,9331
2016,9,NM,"Combined Heat and Power, Commercial Power",Wind,214
2016,9,NM,"Combined Heat and Power, Electric Power",Total,21418
2016,9,NM,"Combined Heat and Power, Electric Power",Natural Gas,20109
2016,9,NM,"Combined Heat and Power, Electric Power",Other Biomass,1309
2016,9,NM,"Electric Generators, Independent Power Producers",Total,636770
2016,9,NM,"Electric Generators, Independent Power Producers",Geothermal,1345
2016,9,NM,"Electric Generators, Independent Power Producers",Natural Gas,317256
2016,9,NM,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,56529
2016,9,NM,"Electric Generators, Independent Power Producers",Other Biomass,0
2016,9,NM,"Electric Generators, Independent Power Producers",Wind,261639
2016,9,NM,"Electric Generators, Electric Utilities",Total,1805503
2016,9,NM,"Electric Generators, Electric Utilities",Coal,1237875
2016,9,NM,"Electric Generators, Electric Utilities",Hydroelectric Conventional,9253
2016,9,NM,"Electric Generators, Electric Utilities",Natural Gas,531207
2016,9,NM,"Electric Generators, Electric Utilities",Other,61
2016,9,NM,"Electric Generators, Electric Utilities",Petroleum,4101
2016,9,NM,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,23006
2016,9,NV,Total Electric Power Industry,Total,3328022
2016,9,NV,Total Electric Power Industry,Coal,240570
2016,9,NV,Total Electric Power Industry,Geothermal,305960
2016,9,NV,Total Electric Power Industry,Hydroelectric Conventional,123033
2016,9,NV,Total Electric Power Industry,Natural Gas,2364941
2016,9,NV,Total Electric Power Industry,Other Gases,0
2016,9,NV,Total Electric Power Industry,Other,81
2016,9,NV,Total Electric Power Industry,Petroleum,914
2016,9,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,260607
2016,9,NV,Total Electric Power Industry,Other Biomass,2103
2016,9,NV,Total Electric Power Industry,Wind,29815
2016,9,NV,"Combined Heat and Power, Industrial Power",Total,23712
2016,9,NV,"Combined Heat and Power, Industrial Power",Natural Gas,23491
2016,9,NV,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,221
2016,9,NV,"Combined Heat and Power, Commercial Power",Total,12537
2016,9,NV,"Combined Heat and Power, Commercial Power",Natural Gas,5427
2016,9,NV,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,7109
2016,9,NV,"Combined Heat and Power, Electric Power",Total,179347
2016,9,NV,"Combined Heat and Power, Electric Power",Natural Gas,179347
2016,9,NV,"Combined Heat and Power, Electric Power",Other Gases,0
2016,9,NV,"Combined Heat and Power, Electric Power",Petroleum,0
2016,9,NV,"Electric Generators, Independent Power Producers",Total,677102
2016,9,NV,"Electric Generators, Independent Power Producers",Coal,87292
2016,9,NV,"Electric Generators, Independent Power Producers",Geothermal,305960
2016,9,NV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1220
2016,9,NV,"Electric Generators, Independent Power Producers",Natural Gas,331
2016,9,NV,"Electric Generators, Independent Power Producers",Petroleum,280
2016,9,NV,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,250101
2016,9,NV,"Electric Generators, Independent Power Producers",Other Biomass,2103
2016,9,NV,"Electric Generators, Independent Power Producers",Wind,29815
2016,9,NV,"Electric Generators, Electric Utilities",Total,2435325
2016,9,NV,"Electric Generators, Electric Utilities",Coal,153278
2016,9,NV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,121813
2016,9,NV,"Electric Generators, Electric Utilities",Natural Gas,2156345
2016,9,NV,"Electric Generators, Electric Utilities",Other,81
2016,9,NV,"Electric Generators, Electric Utilities",Petroleum,633
2016,9,NV,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,3175
2016,9,NY,Total Electric Power Industry,Total,11546757
2016,9,NY,Total Electric Power Industry,Coal,142548
2016,9,NY,Total Electric Power Industry,Pumped Storage,-53705
2016,9,NY,Total Electric Power Industry,Hydroelectric Conventional,1953467
2016,9,NY,Total Electric Power Industry,Natural Gas,5333562
2016,9,NY,Total Electric Power Industry,Nuclear,3663400
2016,9,NY,Total Electric Power Industry,Other Gases,0
2016,9,NY,Total Electric Power Industry,Other,75759
2016,9,NY,Total Electric Power Industry,Petroleum,30457
2016,9,NY,Total Electric Power Industry,Solar Thermal and Photovoltaic,17022
2016,9,NY,Total Electric Power Industry,Other Biomass,134200
2016,9,NY,Total Electric Power Industry,Wind,197721
2016,9,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,52325
2016,9,NY,"Combined Heat and Power, Industrial Power",Total,74167
2016,9,NY,"Combined Heat and Power, Industrial Power",Coal,23227
2016,9,NY,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,3485
2016,9,NY,"Combined Heat and Power, Industrial Power",Natural Gas,30720
2016,9,NY,"Combined Heat and Power, Industrial Power",Other Gases,0
2016,9,NY,"Combined Heat and Power, Industrial Power",Petroleum,2204
2016,9,NY,"Combined Heat and Power, Industrial Power",Wind,205
2016,9,NY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,14327
2016,9,NY,"Combined Heat and Power, Commercial Power",Total,105441
2016,9,NY,"Combined Heat and Power, Commercial Power",Coal,0
2016,9,NY,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,278
2016,9,NY,"Combined Heat and Power, Commercial Power",Natural Gas,68202
2016,9,NY,"Combined Heat and Power, Commercial Power",Other,17683
2016,9,NY,"Combined Heat and Power, Commercial Power",Petroleum,1430
2016,9,NY,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,668
2016,9,NY,"Combined Heat and Power, Commercial Power",Other Biomass,17179
2016,9,NY,"Combined Heat and Power, Electric Power",Total,1423086
2016,9,NY,"Combined Heat and Power, Electric Power",Natural Gas,1399693
2016,9,NY,"Combined Heat and Power, Electric Power",Other,5300
2016,9,NY,"Combined Heat and Power, Electric Power",Petroleum,810
2016,9,NY,"Combined Heat and Power, Electric Power",Other Biomass,5517
2016,9,NY,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,11766
2016,9,NY,"Electric Generators, Independent Power Producers",Total,7241197
2016,9,NY,"Electric Generators, Independent Power Producers",Coal,119322
2016,9,NY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,208040
2016,9,NY,"Electric Generators, Independent Power Producers",Natural Gas,2833549
2016,9,NY,"Electric Generators, Independent Power Producers",Nuclear,3663400
2016,9,NY,"Electric Generators, Independent Power Producers",Other,52775
2016,9,NY,"Electric Generators, Independent Power Producers",Petroleum,12504
2016,9,NY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,16354
2016,9,NY,"Electric Generators, Independent Power Producers",Other Biomass,111504
2016,9,NY,"Electric Generators, Independent Power Producers",Wind,197516
2016,9,NY,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,26232
2016,9,NY,"Electric Generators, Electric Utilities",Total,2702866
2016,9,NY,"Electric Generators, Electric Utilities",Coal,0
2016,9,NY,"Electric Generators, Electric Utilities",Pumped Storage,-53705
2016,9,NY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1741664
2016,9,NY,"Electric Generators, Electric Utilities",Natural Gas,1001398
2016,9,NY,"Electric Generators, Electric Utilities",Petroleum,13509
2016,9,OH,Total Electric Power Industry,Total,10683050
2016,9,OH,Total Electric Power Industry,Coal,6660836
2016,9,OH,Total Electric Power Industry,Hydroelectric Conventional,33121
2016,9,OH,Total Electric Power Industry,Natural Gas,2469334
2016,9,OH,Total Electric Power Industry,Nuclear,1220765
2016,9,OH,Total Electric Power Industry,Other Gases,77603
2016,9,OH,Total Electric Power Industry,Other,2299
2016,9,OH,Total Electric Power Industry,Petroleum,90756
2016,9,OH,Total Electric Power Industry,Solar Thermal and Photovoltaic,8612
2016,9,OH,Total Electric Power Industry,Other Biomass,39264
2016,9,OH,Total Electric Power Industry,Wind,59469
2016,9,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,20991
2016,9,OH,"Combined Heat and Power, Industrial Power",Total,57871
2016,9,OH,"Combined Heat and Power, Industrial Power",Coal,5199
2016,9,OH,"Combined Heat and Power, Industrial Power",Natural Gas,9044
2016,9,OH,"Combined Heat and Power, Industrial Power",Other Gases,17997
2016,9,OH,"Combined Heat and Power, Industrial Power",Other,855
2016,9,OH,"Combined Heat and Power, Industrial Power",Petroleum,1954
2016,9,OH,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,466
2016,9,OH,"Combined Heat and Power, Industrial Power",Other Biomass,468
2016,9,OH,"Combined Heat and Power, Industrial Power",Wind,4007
2016,9,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,17882
2016,9,OH,"Combined Heat and Power, Commercial Power",Total,12164
2016,9,OH,"Combined Heat and Power, Commercial Power",Coal,0
2016,9,OH,"Combined Heat and Power, Commercial Power",Natural Gas,10972
2016,9,OH,"Combined Heat and Power, Commercial Power",Petroleum,26
2016,9,OH,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,355
2016,9,OH,"Combined Heat and Power, Commercial Power",Other Biomass,500
2016,9,OH,"Combined Heat and Power, Commercial Power",Wind,311
2016,9,OH,"Combined Heat and Power, Electric Power",Total,76764
2016,9,OH,"Combined Heat and Power, Electric Power",Coal,0
2016,9,OH,"Combined Heat and Power, Electric Power",Natural Gas,14049
2016,9,OH,"Combined Heat and Power, Electric Power",Other Gases,59606
2016,9,OH,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,3109
2016,9,OH,"Electric Generators, Independent Power Producers",Total,8160991
2016,9,OH,"Electric Generators, Independent Power Producers",Coal,4778911
2016,9,OH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,12059
2016,9,OH,"Electric Generators, Independent Power Producers",Natural Gas,1963912
2016,9,OH,"Electric Generators, Independent Power Producers",Nuclear,1220765
2016,9,OH,"Electric Generators, Independent Power Producers",Other,1443
2016,9,OH,"Electric Generators, Independent Power Producers",Petroleum,85198
2016,9,OH,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,6649
2016,9,OH,"Electric Generators, Independent Power Producers",Other Biomass,37877
2016,9,OH,"Electric Generators, Independent Power Producers",Wind,54177
2016,9,OH,"Electric Generators, Electric Utilities",Total,2375260
2016,9,OH,"Electric Generators, Electric Utilities",Coal,1876726
2016,9,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,21062
2016,9,OH,"Electric Generators, Electric Utilities",Natural Gas,471356
2016,9,OH,"Electric Generators, Electric Utilities",Other,0
2016,9,OH,"Electric Generators, Electric Utilities",Petroleum,3579
2016,9,OH,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1142
2016,9,OH,"Electric Generators, Electric Utilities",Other Biomass,421
2016,9,OH,"Electric Generators, Electric Utilities",Wind,974
2016,9,OK,Total Electric Power Industry,Total,7104056
2016,9,OK,Total Electric Power Industry,Coal,2003198
2016,9,OK,Total Electric Power Industry,Pumped Storage,-12640
2016,9,OK,Total Electric Power Industry,Hydroelectric Conventional,197518
2016,9,OK,Total Electric Power Industry,Natural Gas,3378818
2016,9,OK,Total Electric Power Industry,Other,3886
2016,9,OK,Total Electric Power Industry,Petroleum,3894
2016,9,OK,Total Electric Power Industry,Solar Thermal and Photovoltaic,484
2016,9,OK,Total Electric Power Industry,Other Biomass,5789
2016,9,OK,Total Electric Power Industry,Wind,1504303
2016,9,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,18807
2016,9,OK,"Combined Heat and Power, Industrial Power",Total,70042
2016,9,OK,"Combined Heat and Power, Industrial Power",Coal,29437
2016,9,OK,"Combined Heat and Power, Industrial Power",Natural Gas,15256
2016,9,OK,"Combined Heat and Power, Industrial Power",Other,1689
2016,9,OK,"Combined Heat and Power, Industrial Power",Petroleum,107
2016,9,OK,"Combined Heat and Power, Industrial Power",Other Biomass,4746
2016,9,OK,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,18807
2016,9,OK,"Combined Heat and Power, Commercial Power",Total,2405
2016,9,OK,"Combined Heat and Power, Commercial Power",Natural Gas,2404
2016,9,OK,"Combined Heat and Power, Commercial Power",Petroleum,1
2016,9,OK,"Combined Heat and Power, Electric Power",Total,226831
2016,9,OK,"Combined Heat and Power, Electric Power",Coal,203703
2016,9,OK,"Combined Heat and Power, Electric Power",Natural Gas,20931
2016,9,OK,"Combined Heat and Power, Electric Power",Other,2197
2016,9,OK,"Electric Generators, Independent Power Producers",Total,2652427
2016,9,OK,"Electric Generators, Independent Power Producers",Natural Gas,1237851
2016,9,OK,"Electric Generators, Independent Power Producers",Other Biomass,1042
2016,9,OK,"Electric Generators, Independent Power Producers",Wind,1413533
2016,9,OK,"Electric Generators, Electric Utilities",Total,4152351
2016,9,OK,"Electric Generators, Electric Utilities",Coal,1770059
2016,9,OK,"Electric Generators, Electric Utilities",Pumped Storage,-12640
2016,9,OK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,197518
2016,9,OK,"Electric Generators, Electric Utilities",Natural Gas,2102375
2016,9,OK,"Electric Generators, Electric Utilities",Petroleum,3786
2016,9,OK,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,484
2016,9,OK,"Electric Generators, Electric Utilities",Wind,90770
2016,9,OR,Total Electric Power Industry,Total,4881765
2016,9,OR,Total Electric Power Industry,Coal,355476
2016,9,OR,Total Electric Power Industry,Geothermal,13014
2016,9,OR,Total Electric Power Industry,Hydroelectric Conventional,1915596
2016,9,OR,Total Electric Power Industry,Natural Gas,1892594
2016,9,OR,Total Electric Power Industry,Other,3744
2016,9,OR,Total Electric Power Industry,Petroleum,319
2016,9,OR,Total Electric Power Industry,Solar Thermal and Photovoltaic,7983
2016,9,OR,Total Electric Power Industry,Other Biomass,29313
2016,9,OR,Total Electric Power Industry,Wind,612530
2016,9,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,51196
2016,9,OR,"Combined Heat and Power, Industrial Power",Total,45170
2016,9,OR,"Combined Heat and Power, Industrial Power",Coal,0
2016,9,OR,"Combined Heat and Power, Industrial Power",Natural Gas,4620
2016,9,OR,"Combined Heat and Power, Industrial Power",Petroleum,0
2016,9,OR,"Combined Heat and Power, Industrial Power",Other Biomass,1492
2016,9,OR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,39058
2016,9,OR,"Combined Heat and Power, Commercial Power",Total,6402
2016,9,OR,"Combined Heat and Power, Commercial Power",Natural Gas,4915
2016,9,OR,"Combined Heat and Power, Commercial Power",Petroleum,3
2016,9,OR,"Combined Heat and Power, Commercial Power",Other Biomass,1483
2016,9,OR,"Combined Heat and Power, Electric Power",Total,488801
2016,9,OR,"Combined Heat and Power, Electric Power",Natural Gas,485797
2016,9,OR,"Combined Heat and Power, Electric Power",Other Biomass,3005
2016,9,OR,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2016,9,OR,"Electric Generators, Independent Power Producers",Total,963964
2016,9,OR,"Electric Generators, Independent Power Producers",Geothermal,11571
2016,9,OR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,14600
2016,9,OR,"Electric Generators, Independent Power Producers",Natural Gas,403142
2016,9,OR,"Electric Generators, Independent Power Producers",Other,3742
2016,9,OR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,7283
2016,9,OR,"Electric Generators, Independent Power Producers",Other Biomass,17776
2016,9,OR,"Electric Generators, Independent Power Producers",Wind,493710
2016,9,OR,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,12138
2016,9,OR,"Electric Generators, Electric Utilities",Total,3377428
2016,9,OR,"Electric Generators, Electric Utilities",Coal,355476
2016,9,OR,"Electric Generators, Electric Utilities",Geothermal,1443
2016,9,OR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1900996
2016,9,OR,"Electric Generators, Electric Utilities",Natural Gas,994120
2016,9,OR,"Electric Generators, Electric Utilities",Other,1
2016,9,OR,"Electric Generators, Electric Utilities",Petroleum,316
